games_played,player_id,season,min,fgm,fga,fg3m,fg3a,ftm,fta,oreb,dreb,reb,ast,stl,blk,turnover,pf,pts,fg_pct,fg3_pct,ft_pct
17,1247,2015,13,1.82,4.24,0.0,0.06,0.47,0.53,0.53,3.18,3.71,1.06,0.53,0.47,0.65,1.88,4.12,0.431,0.0,0.889
35,1249,2015,16,1.57,5.06,0.74,2.4,1.14,1.63,0.54,2.0,2.54,0.77,0.63,0.31,0.43,1.91,5.03,0.311,0.31,0.702
74,1346,2015,17,1.93,4.22,0.89,2.34,0.78,1.18,0.2,1.53,1.73,0.8,0.45,0.19,0.58,1.74,5.54,0.458,0.382,0.667
58,1412,2015,19,3.4,7.5,1.21,3.09,1.57,1.93,0.45,2.07,2.52,3.05,1.14,0.19,1.71,1.71,9.57,0.453,0.391,0.813
77,1416,2015,18,1.32,2.97,0.05,0.3,0.17,0.25,0.42,1.49,1.91,0.96,0.47,0.17,0.35,0.81,2.87,0.445,0.174,0.684
31,1429,2015,22,2.48,6.06,1.26,3.19,0.94,1.19,0.26,2.42,2.68,1.26,0.45,0.32,0.84,2.13,7.16,0.41,0.394,0.784
52,1433,2015,14,2.4,4.25,0.0,0.0,0.96,1.29,1.25,3.02,4.27,0.52,0.35,0.79,0.9,1.77,5.77,0.566,0.0,0.746
17,1439,2015,10,1.47,3.47,0.18,1.06,0.59,0.71,0.29,1.0,1.29,0.59,0.53,0.06,0.18,1.12,3.71,0.424,0.167,0.833
46,1440,2015,9,1.07,2.26,0.33,1.07,0.24,0.35,0.07,1.15,1.22,0.52,0.28,0.5,0.17,0.24,2.7,0.471,0.306,0.688
30,1441,2015,10,1.1,3.43,0.23,1.37,0.3,0.47,0.93,1.9,2.83,0.43,0.27,0.37,0.43,1.33,2.73,0.32,0.171,0.643
53,1482,2015,33,6.75,14.47,1.53,4.19,4.02,5.06,0.91,6.45,7.36,2.42,0.68,0.64,1.47,1.91,19.06,0.467,0.365,0.795
41,1486,2015,18,3.22,7.37,0.88,2.49,0.93,1.02,0.15,1.61,1.76,2.39,0.34,0.12,1.39,1.46,8.24,0.437,0.353,0.905
58,1497,2015,17,1.6,4.14,0.9,2.6,0.28,0.34,0.16,1.38,1.53,3.45,0.41,0.09,1.4,1.21,4.38,0.388,0.344,0.8
16,1499,2015,6,1.25,2.69,0.06,0.25,0.19,0.19,0.44,1.06,1.5,0.69,0.06,0.06,0.5,0.94,2.75,0.465,0.25,1.0
46,1505,2015,13,1.07,2.8,0.52,1.35,0.33,0.35,0.17,1.35,1.52,1.59,0.33,0.04,0.65,1.39,2.98,0.38,0.387,0.937
37,1513,2015,14,1.08,2.03,0.0,0.0,0.3,0.68,0.68,2.78,3.46,0.84,0.3,0.3,1.11,1.73,2.46,0.533,0.0,0.44
1,1514,2015,42,6.0,14.0,1.0,2.0,0.0,0.0,1.0,4.0,5.0,2.0,1.0,2.0,0.0,6.0,13.0,0.429,0.5,0.0
48,1517,2015,9,1.21,2.96,0.85,2.17,0.44,0.54,0.17,0.88,1.04,0.29,0.23,0.21,0.27,1.04,3.71,0.408,0.394,0.808
76,1522,2015,28,3.47,9.12,1.57,4.87,1.46,1.82,1.11,4.42,5.53,2.14,1.03,0.75,1.59,3.08,9.97,0.381,0.322,0.804
61,1528,2015,14,1.74,4.54,0.85,2.34,0.52,0.64,0.43,2.02,2.44,1.38,0.56,0.08,0.72,1.36,4.85,0.383,0.364,0.821
55,1530,2015,19,2.84,7.62,0.89,2.47,2.78,3.13,0.25,1.75,2.0,1.05,0.47,0.05,0.98,1.51,9.35,0.372,0.36,0.89
39,1533,2015,26,2.9,7.87,1.1,3.69,0.77,0.9,0.49,2.46,2.95,4.87,0.64,0.13,1.69,2.56,7.67,0.368,0.299,0.857
53,1535,2015,15,2.28,5.57,0.64,2.04,1.26,1.58,1.08,3.04,4.11,0.68,0.3,0.43,0.72,1.77,6.47,0.41,0.315,0.798
59,1536,2015,11,0.85,1.85,0.0,0.03,0.39,0.56,1.15,1.75,2.9,0.88,0.25,0.27,0.85,1.81,2.08,0.459,0.0,0.697
55,1541,2015,16,2.31,6.35,0.75,2.6,0.67,1.22,0.93,2.56,3.49,1.64,0.62,0.85,1.4,2.15,6.04,0.364,0.287,0.552
62,1598,2015,19,1.87,4.87,1.1,3.16,0.5,0.66,0.4,1.19,1.6,2.37,1.19,0.21,1.13,2.6,5.34,0.384,0.347,0.756
66,1599,2015,20,2.64,4.8,0.0,0.03,1.89,2.24,1.58,2.74,4.32,1.12,0.5,0.83,0.64,1.89,7.17,0.549,0.0,0.845
65,1601,2015,32,4.94,11.92,1.49,4.34,2.75,3.17,0.29,2.63,2.92,5.82,0.94,0.22,2.31,2.38,14.12,0.414,0.344,0.869
32,1619,2015,32,4.38,11.19,0.97,3.19,3.13,3.5,0.28,3.97,4.25,7.38,1.06,0.22,2.94,2.41,12.84,0.391,0.304,0.893
2,1622,2015,11,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0
2,1661,2015,11,0.5,1.0,0.0,0.0,1.0,1.0,0.0,4.0,4.0,1.0,0.0,0.0,1.5,3.0,2.0,0.5,0.0,1.0
12,1670,2015,24,3.5,8.33,1.33,3.75,0.83,0.83,0.33,1.75,2.08,3.08,1.25,0.17,1.5,1.83,9.17,0.42,0.356,1.0
81,1677,2015,20,2.09,5.95,0.93,3.09,0.75,0.91,0.3,1.63,1.93,1.99,0.48,0.36,1.06,1.62,5.85,0.351,0.3,0.824
10,1686,2015,4,0.8,1.8,0.7,1.5,0.1,0.1,0.0,0.5,0.5,0.0,0.0,0.0,0.1,0.3,2.4,0.444,0.467,1.0
46,1700,2015,13,2.76,6.07,0.07,0.35,1.02,1.24,0.61,1.5,2.11,0.39,0.09,0.2,0.57,1.33,6.61,0.455,0.187,0.825
29,1735,2015,7,0.66,1.83,0.0,0.0,0.48,0.93,0.79,0.9,1.69,0.41,0.21,0.24,0.52,1.52,1.79,0.358,0.0,0.519
76,1739,2015,21,3.54,7.87,0.86,2.12,0.8,1.11,1.11,3.63,4.74,0.87,0.61,0.36,0.89,2.34,8.74,0.45,0.404,0.726
54,1746,2015,19,2.33,6.89,1.43,4.39,1.17,1.41,0.26,1.54,1.8,0.63,0.43,0.13,0.56,0.93,7.26,0.339,0.325,0.829
71,1757,2015,33,4.99,11.25,1.28,3.35,1.55,1.85,0.32,3.42,3.75,2.03,0.35,0.14,1.15,2.0,12.8,0.443,0.382,0.84
12,1768,2015,17,2.92,4.33,0.0,0.0,1.08,2.0,1.17,2.42,3.58,0.5,0.42,1.25,0.83,1.75,6.92,0.673,0.0,0.542
19,1774,2015,5,0.32,0.53,0.0,0.0,0.32,0.42,0.42,0.68,1.11,0.05,0.11,0.63,0.11,0.79,0.95,0.6,0.0,0.75
57,1775,2015,18,2.18,5.37,0.67,1.79,0.95,1.14,0.89,3.39,4.28,1.91,0.39,0.47,1.02,1.95,5.96,0.405,0.373,0.831
69,1777,2015,16,2.72,6.8,0.96,2.68,0.71,0.93,0.3,1.16,1.46,2.61,0.43,0.14,1.19,1.91,7.12,0.401,0.357,0.766
36,1781,2015,15,3.86,6.94,0.17,0.36,1.86,2.53,1.36,2.69,4.06,0.89,0.33,0.25,0.61,1.92,9.75,0.556,0.462,0.736
42,1782,2015,14,1.31,3.52,0.29,1.17,0.67,0.95,0.52,1.98,2.5,1.93,0.43,0.17,0.71,1.62,3.57,0.372,0.245,0.7
58,1784,2015,21,3.16,7.64,0.34,1.43,2.26,2.72,0.33,2.36,2.69,2.45,0.74,0.14,1.31,1.33,8.91,0.413,0.241,0.829
33,1788,2015,19,1.42,4.15,0.42,1.45,1.03,1.18,0.3,1.7,2.0,2.67,0.58,0.15,0.76,1.48,4.3,0.343,0.292,0.872
82,1791,2015,20,3.41,7.22,0.44,1.35,2.61,3.45,0.3,2.17,2.48,2.91,0.56,0.06,1.4,1.24,9.88,0.473,0.324,0.756
59,1816,2015,14,2.54,5.34,0.0,0.02,0.88,1.05,1.27,3.29,4.56,0.53,0.32,0.61,0.92,2.27,5.97,0.476,0.0,0.839
43,1817,2015,11,0.98,2.56,0.35,0.95,0.19,0.35,0.16,1.07,1.23,1.14,0.23,0.02,0.95,1.09,2.49,0.382,0.366,0.533
72,1818,2015,11,2.74,6.33,0.33,0.86,1.31,1.58,1.07,2.25,3.32,0.85,0.26,0.47,0.92,1.63,7.11,0.432,0.387,0.825
68,1823,2015,13,2.0,4.9,1.16,3.0,0.43,0.57,0.15,0.76,0.91,0.35,0.32,0.07,0.25,0.94,5.59,0.408,0.387,0.744
66,1840,2015,14,1.58,3.62,0.36,1.3,0.59,0.85,0.65,1.62,2.27,0.97,0.48,0.15,0.67,0.94,4.11,0.435,0.279,0.696
29,1843,2015,7,0.97,2.34,0.0,0.03,0.17,0.45,0.69,1.28,1.97,0.38,0.28,0.07,0.52,1.83,2.1,0.412,0.0,0.385
72,1845,2015,19,3.22,7.35,0.67,1.89,1.56,2.03,0.42,2.51,2.93,1.04,0.54,0.26,0.94,1.21,8.67,0.439,0.353,0.767
66,1849,2015,21,2.11,5.36,0.55,1.64,0.89,1.3,0.39,1.42,1.82,3.59,0.8,0.11,1.44,1.32,5.65,0.393,0.333,0.686
61,1850,2015,20,3.0,7.3,1.33,3.33,1.38,1.62,0.41,1.93,2.34,2.57,1.15,0.08,1.05,2.15,8.7,0.411,0.399,0.848
73,1851,2015,20,3.81,7.52,0.0,0.01,1.22,1.71,2.14,4.04,6.18,1.19,0.49,0.51,1.26,2.12,8.84,0.506,0.0,0.712
48,1860,2015,18,2.33,6.33,1.06,3.23,1.19,1.63,0.33,1.67,2.0,3.54,0.6,0.15,1.19,1.19,6.92,0.368,0.329,0.731
44,1863,2015,7,0.73,1.61,0.05,0.07,0.86,1.48,0.91,1.11,2.02,0.18,0.27,0.16,0.27,1.25,2.36,0.451,0.667,0.585
61,1864,2015,18,3.54,8.89,1.49,4.43,1.1,1.3,0.62,1.84,2.46,1.38,0.77,0.07,0.84,1.48,9.67,0.399,0.337,0.848
17,1865,2015,6,0.71,1.35,0.0,0.06,0.35,0.35,0.24,1.06,1.29,0.29,0.0,0.18,0.35,1.06,1.76,0.522,0.0,1.0
73,1872,2015,22,1.81,3.49,0.23,0.82,0.6,0.9,0.82,2.53,3.36,0.99,0.86,0.18,0.75,2.32,4.45,0.518,0.283,0.667
68,1895,2015,17,1.53,2.87,0.0,0.0,0.9,1.65,1.76,4.32,6.09,0.38,0.31,0.34,0.88,1.82,3.96,0.533,0.0,0.545
60,1896,2015,13,2.23,3.75,0.0,0.0,1.0,1.4,1.43,3.37,4.8,0.83,0.78,1.13,1.07,2.32,5.47,0.596,0.0,0.714
51,1897,2015,14,1.31,3.49,0.45,1.69,0.43,0.57,0.25,1.43,1.69,0.8,0.41,0.27,0.82,1.06,3.51,0.376,0.267,0.759
40,1898,2015,20,3.78,8.13,1.03,2.5,1.18,1.38,0.28,1.8,2.08,1.18,0.5,0.03,0.73,1.38,9.75,0.465,0.41,0.855
79,1900,2015,20,2.41,4.91,0.15,0.52,0.9,1.34,2.1,3.62,5.72,1.05,0.75,0.52,1.03,2.14,5.86,0.49,0.293,0.67
48,1904,2015,10,1.75,4.27,0.0,0.04,0.4,0.48,0.65,1.98,2.63,0.98,0.17,0.75,0.9,1.4,3.9,0.41,0.0,0.826
23,1905,2015,19,1.96,6.0,0.78,3.17,0.96,1.13,0.22,1.83,2.04,3.96,0.43,0.0,1.74,1.83,5.65,0.326,0.247,0.846
36,1906,2015,16,2.25,4.31,0.0,0.06,1.08,1.33,1.25,2.08,3.33,0.83,0.56,0.33,0.67,1.97,5.58,0.523,0.0,0.812
5,1908,2015,9,0.4,2.0,0.2,0.8,0.6,0.8,0.2,0.6,0.8,0.8,0.0,0.0,0.2,0.4,1.6,0.2,0.25,0.75
5,1923,2015,7,0.8,2.0,0.8,1.8,0.2,0.4,0.0,0.2,0.2,0.0,0.2,0.0,0.4,0.6,2.6,0.4,0.444,0.5
8,1932,2015,6,1.13,2.5,0.13,1.13,0.38,0.5,0.13,0.13,0.25,0.5,0.75,0.25,0.88,0.5,2.75,0.45,0.111,0.75
45,1933,2015,26,4.36,10.76,0.73,2.27,1.16,1.44,0.22,3.13,3.36,3.71,0.82,0.11,1.67,2.27,10.6,0.405,0.324,0.8
80,1941,2015,17,3.18,7.06,0.55,1.88,2.43,3.2,0.59,3.11,3.7,0.94,0.36,0.11,0.76,0.86,9.33,0.45,0.293,0.758
11,1953,2015,27,4.45,10.55,1.18,4.09,1.27,1.91,1.09,4.55,5.64,2.27,0.73,0.27,1.55,2.18,11.36,0.422,0.289,0.667
81,1978,2015,23,4.33,9.95,0.36,1.27,1.27,1.99,2.4,5.91,8.31,2.31,0.93,0.58,1.26,2.58,10.3,0.435,0.282,0.64
44,1980,2015,9,0.82,2.39,0.27,0.89,0.82,1.25,0.07,0.8,0.86,0.45,0.32,0.05,0.48,0.93,2.73,0.343,0.308,0.655
25,1982,2015,12,1.24,3.0,0.0,0.0,1.0,1.52,1.28,1.6,2.88,0.56,0.16,0.4,0.48,1.72,3.48,0.413,0.0,0.658
50,1987,2015,20,3.32,7.34,0.5,1.58,1.54,2.32,1.24,2.98,4.22,0.82,0.46,0.78,0.98,1.72,8.68,0.452,0.316,0.664
68,1991,2015,14,1.26,3.25,0.44,1.43,0.43,0.65,0.74,1.34,2.07,0.35,0.44,0.13,0.47,1.76,3.4,0.389,0.309,0.659
51,1993,2015,9,1.45,3.24,0.29,0.82,0.82,0.92,0.12,0.69,0.8,1.06,0.2,0.04,0.45,0.69,4.02,0.448,0.357,0.894
7,1995,2015,14,1.29,4.86,0.29,1.43,0.86,1.14,0.57,1.57,2.14,0.29,0.43,0.43,0.57,1.29,3.71,0.265,0.2,0.75
71,1996,2015,12,1.83,4.1,0.0,0.01,0.66,1.54,1.92,3.14,5.06,0.65,0.55,0.51,0.97,1.56,4.32,0.447,0.0,0.431
46,1998,2015,16,2.72,4.96,0.0,0.0,1.52,2.87,1.98,3.61,5.59,0.7,0.39,1.09,0.83,2.04,6.96,0.548,0.0,0.53
30,1999,2015,13,1.43,3.93,0.53,1.63,0.3,0.43,0.07,0.87,0.93,2.43,0.53,0.07,1.43,1.0,3.7,0.364,0.327,0.692
8,2004,2015,18,2.75,8.13,0.38,2.13,2.5,4.63,0.25,2.38,2.63,2.5,0.38,0.0,3.63,1.38,8.38,0.338,0.176,0.541
59,2008,2015,13,0.93,2.49,0.47,1.61,0.12,0.14,0.64,1.29,1.93,2.2,0.9,0.02,0.83,1.39,2.46,0.374,0.295,0.875
24,2009,2015,6,0.71,2.13,0.42,1.5,0.25,0.29,0.04,0.38,0.42,0.46,0.08,0.0,0.25,0.71,2.08,0.333,0.278,0.857
56,2012,2015,14,2.61,5.54,0.73,2.04,0.91,1.16,0.61,2.98,3.59,0.45,0.18,0.39,0.73,1.23,6.86,0.471,0.36,0.785
79,2015,2015,21,4.2,9.84,2.29,5.82,1.52,1.96,0.7,3.13,3.82,1.13,0.41,0.27,1.06,2.01,12.22,0.427,0.393,0.774
59,2020,2015,14,2.02,3.63,0.32,0.83,0.85,1.15,1.1,2.08,3.19,0.46,0.49,0.41,0.46,1.75,5.2,0.556,0.388,0.735
70,2024,2015,12,1.03,2.77,0.39,1.41,0.49,0.6,0.39,1.5,1.89,0.64,0.46,0.29,0.57,1.43,2.93,0.371,0.273,0.81
14,2027,2015,18,2.36,5.5,0.0,0.0,1.79,2.14,1.5,3.64,5.14,0.64,0.64,1.0,0.86,2.64,6.5,0.429,0.0,0.833
36,2030,2015,13,1.53,4.14,0.14,1.03,1.03,1.5,0.58,2.78,3.36,0.56,0.36,0.28,0.5,1.08,4.22,0.369,0.135,0.685
23,2033,2015,12,1.3,3.39,0.17,0.78,0.57,1.09,0.13,1.22,1.35,3.26,0.78,0.17,1.43,1.22,3.35,0.385,0.222,0.52
40,2060,2015,9,0.75,1.85,0.28,0.93,0.65,0.7,0.2,1.25,1.45,0.88,0.15,0.05,0.55,0.68,2.43,0.405,0.297,0.929
41,2061,2015,11,1.34,3.56,0.37,1.02,0.29,0.37,0.2,0.95,1.15,1.46,0.29,0.17,0.59,0.71,3.34,0.377,0.357,0.8
78,2064,2015,22,2.85,6.44,0.5,1.38,1.06,1.37,0.36,1.95,2.31,4.38,1.22,0.15,1.87,1.55,7.26,0.442,0.361,0.776
12,2070,2015,5,0.5,0.92,0.0,0.17,0.83,0.92,0.0,0.58,0.58,1.42,0.25,0.0,0.5,0.25,1.83,0.545,0.0,0.909
39,2074,2015,10,1.95,3.41,0.0,0.0,0.77,1.41,1.26,1.87,3.13,0.26,0.15,0.77,0.41,1.21,4.67,0.571,0.0,0.545
39,2076,2015,12,1.46,2.67,0.0,0.0,0.49,1.15,1.13,2.9,4.03,0.41,0.36,0.46,0.56,2.0,3.41,0.548,0.0,0.422
26,2077,2015,11,0.92,2.54,0.38,1.23,0.35,0.54,0.31,1.23,1.54,0.62,0.5,0.19,0.81,0.92,2.58,0.364,0.313,0.643
66,2078,2015,19,2.2,6.18,1.06,3.65,0.76,0.97,0.38,2.26,2.64,0.58,0.48,0.17,0.62,2.08,6.21,0.355,0.29,0.781
37,2079,2015,6,0.78,1.95,0.19,0.68,0.65,0.81,0.43,0.7,1.14,0.27,0.19,0.16,0.46,0.81,2.41,0.403,0.28,0.8
33,2081,2015,8,0.76,1.88,0.52,1.52,0.24,0.24,0.15,0.45,0.61,0.33,0.09,0.03,0.39,1.0,2.27,0.403,0.34,1.0
7,2082,2015,5,0.71,1.57,0.0,0.29,0.14,0.29,0.71,1.0,1.71,0.43,0.14,0.14,0.71,1.0,1.57,0.455,0.0,0.5
8,2083,2015,6,1.13,2.75,0.0,0.13,0.5,0.75,0.75,1.25,2.0,0.0,0.0,0.13,0.0,1.0,2.75,0.409,0.0,0.667
29,2084,2015,6,0.38,1.24,0.21,0.9,0.03,0.14,0.14,0.76,0.9,0.31,0.21,0.03,0.17,0.59,1.0,0.306,0.231,0.25
29,2085,2015,7,0.97,1.52,0.03,0.1,0.28,0.52,0.62,0.97,1.59,0.24,0.41,0.41,0.38,1.0,2.24,0.636,0.333,0.533
2,2086,2015,7,1.0,3.0,0.0,0.5,1.5,2.5,0.0,1.0,1.0,1.5,1.5,0.0,1.0,1.0,3.5,0.333,0.0,0.6
7,2087,2015,2,0.43,0.71,0.0,0.0,0.14,0.29,0.14,0.43,0.57,0.14,0.14,0.0,0.0,0.14,1.0,0.6,0.0,0.5
46,2088,2015,14,1.83,4.07,0.28,0.85,0.54,0.74,0.28,1.35,1.63,2.07,0.54,0.02,1.0,1.39,4.48,0.449,0.333,0.735
18,2089,2015,5,0.72,2.22,0.06,0.28,0.39,0.44,0.22,1.33,1.56,0.33,0.11,0.17,0.22,1.06,1.89,0.325,0.2,0.875
17,2090,2015,9,0.71,2.35,0.24,0.88,0.18,0.24,0.24,1.29,1.53,0.35,0.12,0.18,0.53,0.94,1.82,0.3,0.267,0.75
15,2096,2015,4,0.47,1.47,0.07,0.33,0.53,0.87,0.07,0.53,0.6,0.73,0.33,0.07,0.47,0.33,1.53,0.318,0.2,0.615
9,2101,2015,4,0.56,1.44,0.11,0.56,0.22,0.22,0.33,0.33,0.67,0.33,0.11,0.0,0.0,0.44,1.44,0.385,0.2,1.0
52,2102,2015,9,1.02,2.79,0.17,0.62,0.33,0.5,0.38,1.75,2.13,0.56,0.31,0.21,0.69,1.48,2.54,0.366,0.281,0.654
62,2104,2015,15,2.05,5.19,0.61,1.95,1.15,1.52,0.37,1.6,1.97,1.47,0.61,0.24,0.87,1.52,5.85,0.394,0.314,0.755
20,2109,2015,7,0.65,1.85,0.15,0.65,0.35,0.4,0.1,1.45,1.55,0.5,0.3,0.15,0.55,0.55,1.8,0.351,0.231,0.875
66,2110,2015,12,1.3,3.17,0.02,0.02,0.41,0.61,0.98,1.68,2.67,0.48,0.27,0.12,0.47,1.52,3.03,0.411,1.0,0.675
20,2111,2015,3,0.55,1.15,0.0,0.2,0.2,0.5,0.2,0.7,0.9,0.15,0.05,0.1,0.35,0.5,1.3,0.478,0.0,0.4
20,2114,2015,8,0.55,1.95,0.05,0.6,0.65,0.9,0.3,1.45,1.75,0.95,0.35,0.15,0.45,1.65,1.8,0.282,0.083,0.722
41,2116,2015,6,1.1,2.05,0.02,0.05,0.63,1.2,0.73,0.68,1.41,0.41,0.24,0.2,0.39,0.95,2.85,0.536,0.5,0.531
59,2118,2015,17,3.31,6.44,0.22,0.9,1.05,1.17,1.31,3.61,4.92,0.95,0.22,0.25,0.92,1.95,7.88,0.513,0.245,0.899
8,2120,2015,4,0.5,1.25,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.38,0.38,0.0,0.63,0.25,1.0,0.4,0.0,0.0
26,2122,2015,5,0.77,2.5,0.58,1.81,0.31,0.31,0.08,0.81,0.88,0.19,0.19,0.04,0.04,0.19,2.42,0.308,0.319,1.0
31,2124,2015,19,3.97,8.71,1.26,3.68,1.94,2.16,0.39,1.42,1.81,0.94,0.39,0.06,1.0,1.19,11.13,0.456,0.342,0.896
7,2152,2015,24,2.0,5.57,0.0,0.71,0.43,0.57,1.14,2.43,3.57,3.0,1.29,0.43,1.29,1.71,4.43,0.359,0.0,0.75
3,2153,2015,1,0.67,1.33,0.67,0.67,0.0,0.0,0.0,0.33,0.33,0.0,0.0,0.0,0.33,0.0,2.0,0.5,1.0,0.0
14,2154,2015,17,2.29,5.5,0.64,1.64,0.5,1.0,0.21,2.0,2.21,1.57,0.93,0.21,1.07,1.79,5.71,0.416,0.391,0.5
77,82,2015,25,3.38,9.38,2.29,6.3,1.95,2.34,0.26,2.0,2.26,1.78,0.73,0.16,1.18,1.73,10.99,0.36,0.363,0.833
67,152,2015,25,5.21,9.34,0.01,0.03,2.03,3.31,3.51,5.16,8.67,1.18,0.48,0.9,1.36,2.52,12.46,0.558,0.5,0.613
80,155,2015,27,3.46,8.53,0.75,2.66,1.86,2.2,0.45,2.78,3.23,3.55,0.85,0.19,1.51,1.76,9.54,0.406,0.282,0.847
67,276,2015,18,3.34,6.96,0.63,1.64,1.15,1.51,1.13,4.43,5.57,1.07,0.57,0.45,1.12,1.87,8.46,0.481,0.382,0.762
78,279,2015,26,3.85,9.33,0.97,2.9,3.05,3.74,0.54,2.71,3.24,3.01,0.74,0.54,1.92,2.12,11.72,0.412,0.336,0.815
78,280,2015,19,2.6,4.86,0.03,0.15,1.03,1.19,0.54,1.63,2.17,3.04,0.73,0.35,1.0,1.79,6.26,0.536,0.167,0.86
25,150,2015,30,5.44,12.56,1.32,3.4,2.96,3.72,0.8,4.36,5.16,6.56,1.28,0.32,2.92,2.64,15.16,0.433,0.388,0.796
79,111,2015,26,4.8,11.89,1.48,4.35,3.1,3.43,0.25,1.58,1.84,2.32,0.66,0.15,1.43,1.54,14.18,0.404,0.34,0.904
80,113,2015,24,2.33,5.15,0.69,2.18,0.71,1.03,0.71,2.24,2.95,0.96,0.53,0.41,0.51,2.16,6.05,0.451,0.316,0.695
3,121,2015,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,124,2015,32,4.58,10.07,1.19,3.46,1.96,2.59,1.46,4.53,5.99,1.89,1.0,0.39,1.09,1.65,12.31,0.455,0.344,0.755
75,302,2015,16,1.25,2.76,0.17,0.53,0.4,0.76,0.8,1.48,2.28,0.4,0.59,0.25,0.45,1.33,3.08,0.454,0.325,0.526
72,80,2015,28,2.9,6.32,1.17,2.82,0.58,0.67,0.31,2.88,3.18,4.14,0.88,0.1,1.21,1.88,7.56,0.459,0.414,0.875
74,103,2015,29,5.09,10.49,1.18,2.93,2.62,3.05,0.38,1.91,2.28,4.3,1.04,0.05,1.76,1.92,13.99,0.486,0.401,0.858
76,423,2015,15,3.21,6.62,0.05,0.21,0.71,0.88,0.7,2.18,2.88,0.82,0.43,0.86,0.75,2.14,7.18,0.485,0.25,0.806
52,34,2015,28,3.56,8.4,1.94,4.44,1.35,1.73,0.4,2.31,2.71,3.13,0.9,0.21,1.4,2.13,10.4,0.423,0.437,0.778
82,1764,2015,20,2.59,6.73,0.74,2.73,1.28,1.71,0.51,1.91,2.43,1.33,1.02,0.23,0.95,2.05,7.2,0.384,0.272,0.75
66,99,2015,8,1.35,3.06,0.45,1.27,0.42,0.52,0.2,0.83,1.03,0.97,0.26,0.2,0.65,0.88,3.58,0.441,0.357,0.824
6,1938,2015,2,0.33,0.83,0.17,0.33,0.67,0.83,0.0,0.0,0.0,0.17,0.17,0.0,0.33,0.33,1.5,0.4,0.5,0.8
36,2139,2015,8,1.0,2.72,0.53,1.75,0.17,0.19,0.06,0.97,1.03,0.36,0.39,0.11,0.31,0.81,2.69,0.367,0.302,0.857
43,2007,2015,11,1.65,3.72,0.37,1.19,0.47,0.56,0.19,1.14,1.33,0.81,0.19,0.02,0.63,0.51,4.14,0.444,0.314,0.833
52,291,2015,20,3.5,7.98,0.75,2.4,0.87,1.17,0.25,2.21,2.46,3.6,0.65,0.06,1.83,1.38,8.62,0.439,0.312,0.738
66,321,2015,24,3.76,9.23,2.05,5.24,2.21,2.74,0.88,4.61,5.48,1.52,0.88,0.7,1.55,2.29,11.77,0.407,0.39,0.807
79,325,2015,29,6.22,11.91,0.0,0.01,2.89,3.9,2.76,6.05,8.81,2.25,0.91,0.85,1.63,2.06,15.32,0.522,0.0,0.74
75,346,2015,31,6.64,14.83,1.68,4.56,3.33,3.73,0.69,5.83,6.52,1.76,0.69,0.69,1.12,2.15,18.29,0.448,0.368,0.893
29,1771,2015,21,1.76,4.59,0.0,0.03,0.76,1.55,3.0,5.79,8.79,3.79,0.62,1.0,1.79,2.66,4.28,0.383,0.0,0.489
76,183,2015,16,2.03,5.14,0.29,1.32,1.26,1.62,0.3,1.58,1.88,2.33,0.66,0.13,1.14,1.28,5.61,0.394,0.22,0.78
78,239,2015,15,1.51,3.67,0.55,1.38,0.78,1.0,0.99,2.71,3.69,0.79,0.26,0.31,0.67,1.76,4.36,0.413,0.398,0.782
73,429,2015,24,2.88,7.47,1.45,4.45,1.25,1.62,0.32,2.19,2.51,1.89,0.6,0.27,1.29,1.58,8.45,0.385,0.326,0.771
76,361,2015,26,2.88,6.18,0.0,0.04,2.79,3.63,3.28,6.17,9.45,1.68,0.84,0.29,1.57,2.38,8.55,0.466,0.0,0.768
55,418,2015,14,2.22,4.4,0.33,0.85,1.25,1.67,0.29,1.45,1.75,1.05,0.44,0.09,0.96,1.87,6.02,0.504,0.383,0.75
70,164,2015,17,2.17,4.96,1.3,3.36,0.43,0.5,0.5,2.84,3.34,1.01,0.41,0.4,0.61,1.81,6.07,0.438,0.387,0.857
32,349,2015,17,3.16,7.56,0.0,0.09,1.91,3.09,2.03,3.44,5.47,1.25,0.75,1.38,1.72,2.84,8.22,0.417,0.0,0.616
65,352,2015,11,1.98,4.17,0.08,0.34,0.71,0.92,1.17,2.68,3.85,1.11,0.31,0.75,0.94,1.65,4.75,0.476,0.227,0.767
53,354,2015,30,7.49,14.74,0.02,0.11,2.51,3.66,2.3,4.74,7.04,1.23,0.42,1.15,2.34,2.64,17.51,0.508,0.167,0.686
72,357,2015,33,5.9,13.47,1.36,3.92,2.85,3.43,0.67,4.13,4.79,3.92,1.61,0.75,2.13,2.42,16.01,0.438,0.348,0.83
69,358,2015,20,3.67,8.06,1.23,3.04,1.39,1.86,1.04,3.03,4.07,1.52,0.75,0.48,1.07,2.36,9.96,0.455,0.405,0.75
62,377,2015,17,3.0,7.03,0.26,0.84,0.77,1.06,1.98,3.45,5.44,0.84,0.4,0.35,0.87,1.61,7.03,0.427,0.308,0.727
